"""","011 耕種農業","012 畜産","013 農業サービス","015 林業","017 漁業","061 金属鉱物","062 石炭・原油・天然ガス","063 非金属鉱物","111 食料品","112 飲料","113 飼料・有機質肥料（別掲を除く。）","114 たばこ","151 繊維工業製品","152 衣服・その他の繊維既製品","161 木材・木製品","162 家具・装備品","163 パルプ・紙・板紙・加工紙","164 紙加工品","191 印刷・製版・製本","201 化学肥料","202 無機化学工業製品","203 石油化学基礎製品","204 有機化学工業製品（石油化学基礎製品を除く。）","205 合成樹脂","206 化学繊維","207 医薬品","208 化学最終製品（医薬品を除く。）","211 石油製品","212 石炭製品","221 プラスチック製品","222 ゴム製品","231 なめし革・毛皮・同製品","251 ガラス・ガラス製品","252 セメント・セメント製品","253 陶磁器","259 その他の窯業・土石製品","261 銑鉄・粗鋼","262 鋼材","263 鋳鍛造品","269 その他の鉄鋼製品","271 非鉄金属製錬・精製","272 非鉄金属加工製品","281 建設・建築用金属製品","289 その他の金属製品","291 はん用機械","301 生産用機械","311 業務用機械","321 電子デバイス","329 その他の電子部品","331 産業用電気機器","332 民生用電気機器","333 電子応用装置・電気計測器","339 その他の電気機械","341 通信機械・同関連機器","342 電子計算機・同附属装置","351 乗用車","352 その他の自動車","353 自動車部品・同附属品","354 船舶・同修理","359 その他の輸送機械・同修理","391 その他の製造工業製品","392 再生資源回収・加工処理","411 建築","412 建設補修","413 公共事業","419 その他の土木建設","461 電力","462 ガス・熱供給","471 水道","481 廃棄物処理","511 商業","531 金融・保険","551 不動産仲介及び賃貸","552 住宅賃貸料","553 住宅賃貸料（帰属家賃）","571 鉄道輸送","572 道路輸送（自家輸送を除く。）","573 自家輸送","574 水運","575 航空輸送","576 貨物利用運送","577 倉庫","578 運輸附帯サービス","579 郵便・信書便","591 通信","592 放送","593 情報サービス","594 インターネット附随サービス","595 映像・音声・文字情報制作","611 公務","631 教育","632 研究","641 医療","642 保健衛生","643 社会保険・社会福祉","644 介護","659 その他の非営利団体サービス","661 物品賃貸サービス","662 広告","663 自動車整備・機械修理","669 その他の対事業所サービス","671 宿泊業","672 飲食サービス","673 洗濯・理容・美容・浴場業","674 娯楽サービス","679 その他の対個人サービス","681 事務用品","691 分類不明","700 内生部門計","711 家計外消費支出(列)","721 民間消費支出","731 一般政府消費支出","732 一般政府消費支出（社会資本等減耗分）","741 県内総固定資本形成（公的）","751 県内総固定資本形成（民間）","761 在庫純増","771 調整項","780 県内最終需要計","790 県内需要合計","810 移輸出","820 最終需要計","830 需要合計","870 （控除）移輸入","880 最終需要部門計","970 県内生産額"
"552 住宅賃貸料","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99579.0","219.0","0.0","0.0","0.0","0.0","0.0","99798.0","99798.0","0.0","99798.0","99798.0","0.0","99798.0","99798.0"
"553 住宅賃貸料（帰属家賃）","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","295534.0","552.0","0.0","0.0","0.0","0.0","0.0","296086.0","296086.0","0.0","296086.0","296086.0","0.0","296086.0","296086.0"
"571 鉄道輸送","14.0","1.0","2.0","4.0","15.0","0.0","0.0","6.0","99.0","26.0","0.0","0.0","76.0","32.0","30.0","20.0","34.0","19.0","41.0","0.0","27.0","59.0","97.0","9.0","0.0","36.0","509.0","143.0","57.0","106.0","23.0","1.0","0.0","33.0","0.0","94.0","165.0","369.0","1.0","15.0","1.0","37.0","204.0","28.0","329.0","225.0","49.0","0.0","35.0","10.0","5.0","3.0","46.0","7.0","1.0","0.0","0.0","1.0","60.0","1.0","31.0","24.0","229.0","69.0","249.0","43.0","132.0","13.0","64.0","285.0","2348.0","2428.0","18.0","9.0","0.0","9.0","176.0","22.0","132.0","1.0","14.0","17.0","42.0","12.0","228.0","53.0","8.0","9.0","21.0","1432.0","672.0","652.0","647.0","27.0","69.0","108.0","278.0","44.0","6.0","58.0","145.0","50.0","245.0","41.0","104.0","82.0","5.0","114.0","14670.0","122.0","14462.0","0.0","0.0","0.0","4.0","3.0","0.0","14591.0","29261.0","5050.0","19641.0","34311.0","-18671.0","970.0","15640.0"
"572 道路輸送（自家輸送を除く。）","919.0","281.0","41.0","124.0","161.0","0.0","0.0","22.0","2988.0","981.0","34.0","0.0","460.0","283.0","591.0","362.0","358.0","567.0","159.0","11.0","168.0","1392.0","908.0","57.0","0.0","89.0","3602.0","1851.0","364.0","400.0","122.0","9.0","1.0","822.0","0.0","293.0","4196.0","3628.0","54.0","367.0","6.0","444.0","656.0","331.0","2009.0","693.0","135.0","1.0","113.0","59.0","29.0","7.0","446.0","7.0","2.0","0.0","0.0","29.0","154.0","15.0","302.0","5745.0","3322.0","858.0","2896.0","1166.0","2638.0","567.0","259.0","557.0","2103.0","1783.0","42.0","67.0","18.0","13.0","322.0","227.0","175.0","5.0","6.0","27.0","118.0","450.0","571.0","58.0","43.0","20.0","137.0","1874.0","445.0","599.0","2426.0","41.0","402.0","290.0","641.0","63.0","13.0","614.0","294.0","347.0","1746.0","81.0","204.0","882.0","343.0","676.0","68277.0","2208.0","40539.0","23.0","0.0","158.0","3057.0","411.0","0.0","46396.0","114673.0","23551.0","69947.0","138224.0","-48038.0","21909.0","90186.0"
"573 自家輸送","5581.0","73.0","66.0","202.0","297.0","0.0","0.0","768.0","720.0","301.0","4.0","0.0","326.0","197.0","490.0","115.0","36.0","52.0","79.0","2.0","89.0","132.0","184.0","6.0","0.0","20.0","629.0","192.0","32.0","49.0","15.0","11.0","0.0","699.0","0.0","43.0","885.0","1790.0","6.0","80.0","2.0","133.0","413.0","199.0","1111.0","371.0","101.0","0.0","7.0","14.0","9.0","2.0","122.0","0.0","0.0","0.0","0.0","4.0","10.0","1.0","627.0","138.0","4381.0","790.0","4270.0","602.0","712.0","92.0","278.0","588.0","25684.0","1497.0","227.0","335.0","253.0","37.0","150.0","0.0","231.0","1.0","6.0","24.0","121.0","50.0","733.0","69.0","161.0","10.0","119.0","3861.0","1323.0","517.0","2500.0","48.0","481.0","686.0","523.0","245.0","44.0","267.0","666.0","956.0","186.0","280.0","1187.0","825.0","0.0","1124.0","74575.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74575.0","0.0","0.0","74575.0","0.0","0.0","74575.0"
"574 水運","237.0","38.0","4.0","3.0","36.0","0.0","0.0","1.0","195.0","46.0","7.0","0.0","30.0","7.0","107.0","22.0","28.0","47.0","9.0","2.0","121.0","263.0","174.0","10.0","0.0","8.0","385.0","5118.0","2849.0","21.0","11.0","0.0","0.0","253.0","0.0","87.0","3907.0","991.0","15.0","115.0","13.0","33.0","140.0","75.0","258.0","106.0","10.0","0.0","10.0","7.0","3.0","0.0","41.0","0.0","0.0","0.0","0.0","6.0","25.0","2.0","16.0","1851.0","180.0","36.0","311.0","135.0","1625.0","127.0","26.0","12.0","99.0","65.0","4.0","12.0","5.0","2.0","273.0","482.0","21027.0","2.0","0.0","2.0","6.0","10.0","11.0","1.0","4.0","0.0","6.0","41.0","38.0","30.0","73.0","3.0","18.0","18.0","21.0","2.0","0.0","91.0","17.0","15.0","69.0","7.0","18.0","13.0","26.0","325.0","43031.0","15.0","2265.0","0.0","0.0","8.0","163.0","265.0","0.0","2716.0","45747.0","41908.0","44624.0","87655.0","-22827.0","21797.0","64828.0"
"575 航空輸送","1.0","0.0","7.0","2.0","4.0","0.0","0.0","3.0","12.0","5.0","0.0","0.0","35.0","28.0","12.0","17.0","4.0","12.0","15.0","0.0","9.0","15.0","27.0","2.0","0.0","40.0","194.0","45.0","20.0","30.0","10.0","1.0","0.0","18.0","0.0","6.0","35.0","221.0","1.0","7.0","0.0","8.0","81.0","17.0","102.0","70.0","15.0","0.0","7.0","5.0","4.0","2.0","25.0","2.0","0.0","0.0","0.0","1.0","3.0","0.0","12.0","0.0","16.0","18.0","29.0","11.0","43.0","3.0","28.0","100.0","1583.0","206.0","8.0","9.0","0.0","1.0","40.0","0.0","26.0","7.0","5.0","4.0","12.0","129.0","123.0","78.0","52.0","5.0","112.0","210.0","486.0","299.0","305.0","1.0","9.0","25.0","221.0","36.0","11.0","26.0","248.0","36.0","54.0","34.0","94.0","60.0","1.0","0.0","5996.0","85.0","8123.0","0.0","0.0","1.0","6.0","0.0","0.0","8215.0","14211.0","1078.0","9293.0","15289.0","-13941.0","-4648.0","1348.0"
"576 貨物利用運送","64.0","16.0","2.0","1.0","13.0","0.0","0.0","1.0","226.0","59.0","2.0","0.0","25.0","15.0","30.0","19.0","36.0","33.0","13.0","1.0","12.0","112.0","66.0","4.0","0.0","4.0","221.0","443.0","32.0","20.0","6.0","0.0","0.0","62.0","0.0","24.0","366.0","190.0","3.0","19.0","0.0","24.0","29.0","16.0","100.0","32.0","6.0","0.0","5.0","3.0","2.0","0.0","23.0","0.0","0.0","0.0","0.0","2.0","8.0","1.0","16.0","19.0","150.0","38.0","134.0","57.0","198.0","36.0","9.0","3.0","55.0","18.0","2.0","6.0","1.0","13.0","66.0","40.0","21.0","1.0","6.0","1.0","4.0","48.0","7.0","1.0","2.0","0.0","8.0","27.0","17.0","21.0","146.0","2.0","21.0","17.0","17.0","1.0","3.0","38.0","11.0","22.0","107.0","4.0","8.0","8.0","22.0","0.0","3843.0","29.0","1176.0","1.0","0.0","8.0","158.0","39.0","0.0","1411.0","5254.0","1049.0","2460.0","6303.0","-4204.0","-1744.0","2099.0"
"577 倉庫","152.0","32.0","6.0","6.0","31.0","0.0","0.0","1.0","543.0","129.0","27.0","0.0","83.0","49.0","56.0","32.0","47.0","74.0","23.0","4.0","52.0","107.0","102.0","6.0","0.0","9.0","416.0","5150.0","112.0","70.0","15.0","4.0","0.0","94.0","0.0","65.0","532.0","461.0","6.0","41.0","3.0","155.0","62.0","45.0","292.0","81.0","21.0","0.0","14.0","9.0","4.0","1.0","98.0","1.0","0.0","0.0","0.0","4.0","16.0","2.0","38.0","419.0","205.0","52.0","185.0","84.0","1979.0","396.0","17.0","4.0","139.0","52.0","7.0","24.0","2.0","4.0","17.0","59.0","14.0","1.0","0.0","3.0","11.0","1.0","29.0","7.0","8.0","1.0","20.0","927.0","49.0","55.0","166.0","5.0","45.0","33.0","37.0","3.0","1.0","63.0","21.0","43.0","230.0","7.0","15.0","11.0","32.0","0.0","14866.0","53.0","1484.0","3.0","0.0","11.0","199.0","264.0","0.0","2014.0","16880.0","0.0","2014.0","16880.0","-5435.0","-3421.0","11445.0"
"578 運輸附帯サービス","2.0","0.0","0.0","0.0","26.0","0.0","0.0","0.0","30.0","46.0","1.0","0.0","7.0","59.0","20.0","11.0","22.0","3.0","16.0","3.0","26.0","5.0","73.0","3.0","0.0","8.0","135.0","2.0","23.0","73.0","19.0","0.0","0.0","8.0","0.0","3.0","0.0","224.0","0.0","3.0","0.0","16.0","2.0","29.0","86.0","93.0","7.0","0.0","6.0","42.0","1.0","0.0","70.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","24.0","5.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","327.0","0.0","0.0","0.0","0.0","368.0","2331.0","8238.0","2784.0","345.0","73.0","22.0","208.0","0.0","0.0","0.0","0.0","0.0","17.0","22.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","119.0","0.0","0.0","0.0","2121.0","431.0","0.0","175.0","0.0","0.0","467.0","19291.0","21.0","13612.0","-158.0","8.0","0.0","0.0","0.0","0.0","13483.0","32774.0","11890.0","25373.0","44664.0","-12413.0","12960.0","32251.0"
"579 郵便・信書便","14.0","1.0","1.0","1.0","4.0","0.0","0.0","1.0","11.0","3.0","0.0","0.0","8.0","16.0","5.0","8.0","2.0","4.0","3.0","0.0","4.0","3.0","9.0","1.0","0.0","9.0","52.0","15.0","4.0","17.0","1.0","0.0","0.0","5.0","0.0","2.0","14.0","34.0","0.0","4.0","0.0","6.0","27.0","11.0","35.0","21.0","2.0","0.0","1.0","1.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","2.0","3.0","4.0","11.0","60.0","37.0","83.0","26.0","180.0","56.0","58.0","21.0","769.0","1521.0","13.0","76.0","0.0","11.0","39.0","0.0","51.0","1.0","3.0","10.0","25.0","0.0","844.0","43.0","2.0","14.0","64.0","1005.0","191.0","405.0","162.0","29.0","389.0","52.0","359.0","20.0","2.0","52.0","94.0","49.0","172.0","27.0","59.0","104.0","0.0","52.0","7613.0","70.0","1517.0","0.0","0.0","0.0","0.0","0.0","0.0","1587.0","9200.0","477.0","2064.0","9677.0","-2699.0","-635.0","6978.0"
"591 通信","44.0","1.0","13.0","5.0","54.0","0.0","0.0","4.0","133.0","12.0","0.0","0.0","55.0","37.0","33.0","33.0","11.0","22.0","19.0","2.0","17.0","8.0","36.0","3.0","0.0","142.0","284.0","80.0","14.0","50.0","13.0","1.0","0.0","26.0","0.0","10.0","77.0","199.0","1.0","17.0","1.0","25.0","154.0","31.0","259.0","140.0","13.0","0.0","10.0","6.0","3.0","2.0","24.0","3.0","0.0","0.0","0.0","2.0","13.0","1.0","25.0","4.0","145.0","672.0","804.0","256.0","64.0","19.0","301.0","113.0","7751.0","2820.0","194.0","455.0","0.0","58.0","254.0","0.0","780.0","4.0","9.0","35.0","153.0","36.0","22120.0","594.0","105.0","388.0","184.0","1675.0","143.0","1176.0","924.0","47.0","868.0","98.0","968.0","66.0","24.0","242.0","574.0","255.0","1041.0","163.0","190.0","164.0","0.0","929.0","50033.0","587.0","79602.0","0.0","0.0","0.0","0.0","0.0","0.0","80189.0","130222.0","11505.0","91694.0","141727.0","-17843.0","73851.0","123884.0"
"592 放送","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","13.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","8.0","12.0","0.0","0.0","0.0","0.0","1.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","13.0","4.0","10.0","4.0","0.0","0.0","0.0","5.0","175.0","57.0","7.0","9.0","0.0","2.0","3.0","0.0","6.0","0.0","0.0","0.0","11.0","0.0","6.0","238.0","0.0","0.0","18.0","1.0","16.0","2.0","39.0","1.0","13.0","23.0","21.0","4.0","1392.0","12.0","6.0","49.0","813.0","174.0","117.0","4.0","0.0","90.0","3408.0","46.0","8776.0","0.0","0.0","0.0","0.0","0.0","0.0","8822.0","12230.0","5228.0","14050.0","17458.0","-5516.0","8534.0","11942.0"
"593 情報サービス","259.0","8.0","15.0","0.0","20.0","0.0","0.0","1.0","247.0","193.0","4.0","0.0","43.0","81.0","59.0","79.0","25.0","43.0","38.0","5.0","84.0","131.0","254.0","14.0","0.0","126.0","1045.0","155.0","31.0","124.0","48.0","2.0","0.0","73.0","0.0","76.0","618.0","814.0","7.0","74.0","4.0","109.0","140.0","100.0","1217.0","386.0","39.0","1.0","84.0","73.0","1.0","18.0","244.0","20.0","6.0","0.0","0.0","7.0","24.0","2.0","62.0","1.0","290.0","56.0","326.0","180.0","2254.0","136.0","1542.0","77.0","9116.0","8294.0","556.0","203.0","0.0","12.0","373.0","0.0","238.0","8.0","9.0","112.0","595.0","22.0","3389.0","52.0","307.0","195.0","192.0","2972.0","272.0","1629.0","2505.0","80.0","896.0","92.0","1488.0","237.0","35.0","152.0","1400.0","403.0","238.0","4.0","593.0","211.0","0.0","0.0","49075.0","14.0","4716.0","0.0","0.0","6440.0","39774.0","-9.0","0.0","50935.0","100010.0","1269.0","52204.0","101279.0","-88486.0","-36282.0","12793.0"
"594 インターネット附随サービス","4.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","31.0","13.0","0.0","0.0","2.0","6.0","5.0","4.0","2.0","2.0","1.0","0.0","6.0","3.0","18.0","1.0","0.0","18.0","175.0","117.0","1.0","10.0","2.0","0.0","0.0","9.0","0.0","1.0","24.0","51.0","0.0","7.0","0.0","2.0","23.0","5.0","96.0","21.0","5.0","0.0","14.0","2.0","0.0","2.0","4.0","5.0","0.0","0.0","0.0","1.0","20.0","0.0","15.0","1.0","17.0","15.0","2.0","1.0","3.0","1.0","9.0","6.0","2251.0","488.0","12.0","116.0","0.0","7.0","87.0","0.0","29.0","0.0","2.0","9.0","15.0","6.0","1524.0","24.0","94.0","282.0","40.0","122.0","12.0","56.0","14.0","5.0","49.0","4.0","27.0","4.0","161.0","116.0","390.0","12.0","20.0","8.0","25.0","7.0","0.0","0.0","6802.0","86.0","2355.0","0.0","0.0","0.0","0.0","0.0","0.0","2441.0","9243.0","473.0","2914.0","9716.0","-6657.0","-3743.0","3059.0"
"595 映像・音声・文字情報制作","29.0","2.0","16.0","6.0","28.0","0.0","0.0","4.0","224.0","116.0","2.0","0.0","44.0","70.0","45.0","48.0","3.0","20.0","23.0","4.0","35.0","29.0","33.0","2.0","0.0","25.0","125.0","55.0","15.0","29.0","35.0","2.0","0.0","20.0","0.0","8.0","205.0","118.0","1.0","30.0","2.0","33.0","43.0","54.0","238.0","150.0","24.0","0.0","24.0","11.0","4.0","1.0","45.0","3.0","1.0","0.0","0.0","2.0","17.0","2.0","43.0","18.0","315.0","78.0","274.0","89.0","64.0","6.0","70.0","53.0","1172.0","786.0","77.0","71.0","0.0","30.0","277.0","0.0","68.0","3.0","8.0","35.0","60.0","52.0","1759.0","1440.0","126.0","8.0","713.0","1889.0","976.0","1043.0","1055.0","25.0","651.0","198.0","1415.0","57.0","884.0","41.0","572.0","204.0","290.0","165.0","830.0","217.0","0.0","0.0","20312.0","320.0","7556.0","326.0","0.0","0.0","416.0","-58.0","1.0","8561.0","28873.0","2864.0","11425.0","31737.0","-21306.0","-9881.0","10431.0"
"611 公務","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3783.0","3783.0","0.0","8724.0","161363.0","78279.0","0.0","0.0","0.0","0.0","248366.0","252149.0","0.0","248366.0","252149.0","0.0","248366.0","252149.0"
"631 教育","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","33.0","7.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","1.0","0.0","0.0","9.0","7.0","36.0","4.0","0.0","4.0","152.0","8.0","0.0","1.0","11.0","0.0","0.0","15.0","0.0","2.0","7.0","7.0","1.0","0.0","0.0","3.0","71.0","19.0","132.0","68.0","5.0","0.0","33.0","9.0","9.0","1.0","72.0","2.0","0.0","0.0","0.0","1.0","5.0","0.0","6.0","0.0","61.0","1.0","33.0","13.0","142.0","16.0","5.0","6.0","176.0","93.0","0.0","0.0","0.0","92.0","22.0","26.0","7.0","0.0","2.0","4.0","10.0","3.0","1026.0","16.0","54.0","33.0","27.0","13.0","0.0","0.0","74.0","0.0","17.0","3.0","0.0","11.0","14.0","0.0","136.0","18.0","48.0","47.0","22.0","33.0","0.0","283.0","3333.0","0.0","38386.0","115183.0","13509.0","0.0","0.0","0.0","0.0","167078.0","170411.0","9571.0","176649.0","179982.0","-18980.0","157669.0","161002.0"
"632 研究","115.0","1.0","0.0","39.0","28.0","0.0","0.0","2.0","606.0","317.0","2.0","0.0","695.0","268.0","61.0","111.0","21.0","97.0","67.0","17.0","1889.0","608.0","2690.0","251.0","1.0","2550.0","17902.0","2053.0","144.0","897.0","304.0","9.0","1.0","346.0","0.0","62.0","1767.0","5274.0","15.0","211.0","14.0","860.0","370.0","169.0","9425.0","1821.0","586.0","9.0","903.0","399.0","186.0","69.0","749.0","70.0","14.0","0.0","0.0","167.0","112.0","10.0","553.0","69.0","219.0","28.0","366.0","125.0","828.0","248.0","0.0","0.0","1402.0","75.0","0.0","0.0","0.0","55.0","132.0","0.0","100.0","1.0","4.0","40.0","35.0","0.0","1621.0","80.0","194.0","73.0","62.0","27.0","0.0","956.0","2284.0","14.0","7.0","7.0","0.0","146.0","7.0","91.0","52.0","0.0","0.0","0.0","11.0","8.0","0.0","995.0","66269.0","0.0","578.0","13705.0","1958.0","0.0","0.0","0.0","0.0","16241.0","82510.0","0.0","16241.0","82510.0","-2841.0","13400.0","79669.0"
"641 医療","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8859.0","0.0","0.0","70.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8929.0","2149.0","60834.0","244509.0","0.0","0.0","0.0","0.0","0.0","307492.0","316421.0","0.0","307492.0","316421.0","-28.0","307464.0","316393.0"
"642 保健衛生","0.0","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","12.0","29.0","1.0","2.0","0.0","1.0","0.0","0.0","19.0","0.0","0.0","237.0","21.0","0.0","126.0","6.0","0.0","1.0","3.0","5.0","6.0","1.0","4075.0","327.0","162.0","140.0","1.0","0.0","0.0","0.0","3.0","0.0","10.0","0.0","1.0","2.0","0.0","67.0","5284.0","1686.0","278.0","1629.0","42.0","0.0","0.0","0.0","0.0","3635.0","8919.0","0.0","3635.0","8919.0","0.0","3635.0","8919.0"
"643 社会保険・社会福祉","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","31530.0","39234.0","1558.0","0.0","0.0","0.0","0.0","72368.0","72368.0","0.0","72368.0","72368.0","0.0","72368.0","72368.0"
"644 介護","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3855.0","87357.0","0.0","0.0","0.0","0.0","0.0","91212.0","91212.0","0.0","91212.0","91212.0","0.0","91212.0","91212.0"
"659 その他の非営利団体サービス","4.0","0.0","3.0","0.0","90.0","0.0","0.0","5.0","85.0","31.0","0.0","0.0","47.0","28.0","17.0","15.0","3.0","27.0","8.0","1.0","138.0","13.0","41.0","3.0","0.0","31.0","243.0","80.0","28.0","18.0","6.0","1.0","0.0","47.0","0.0","5.0","529.0","309.0","1.0","18.0","0.0","16.0","47.0","22.0","858.0","161.0","13.0","0.0","8.0","3.0","0.0","1.0","41.0","0.0","0.0","0.0","0.0","0.0","9.0","1.0","20.0","24.0","125.0","99.0","139.0","66.0","212.0","89.0","303.0","56.0","317.0","556.0","43.0","113.0","0.0","6.0","163.0","0.0","82.0","0.0","3.0","61.0","88.0","0.0","129.0","51.0","13.0","4.0","24.0","1.0","47.0","239.0","599.0","5.0","3.0","38.0","0.0","65.0","11.0","121.0","284.0","68.0","205.0","41.0","698.0","80.0","0.0","931.0","9277.0","0.0","37519.0","0.0","0.0","0.0","0.0","0.0","0.0","37519.0","46796.0","15682.0","53201.0","62478.0","-397.0","52804.0","62081.0"
